pha_name,pha_participant_code,pha_geography,pha_county_fips_code,pha_place_fips_code,pha_state_fips_code,year,pha_total_occupied_units,pha_filings,pha_households_threatened,pha_filing_rate,pha_hhlds_threatened_rate
PICKAWAY,OH059,County,39129,,39,2009,103.68,21,20,20.25,19.290001
WAYNE,OH036,County,39169,,39,2009,219.52,6,6,2.73,2.73
LOGAN,OH072,County,39091,,39,2009,100,17,15,17,15
SANDUSKY,OH054,County,39143,,39,2009,46.080002,0,0,0,0
CAMBRIDGE,OH033,City,,3910996,39,2009,170.14,0,0,0,0
NOBLE,OH069,County,39121,,39,2009,26.879999,0,0,0,0
JACKSON,OH040,County,39079,,39,2009,165,11,11,6.6700001,6.6700001
PARMA,OH073,City,,3961000,39,2010,58.200001,6,6,10.31,10.31
WAYNE,OH036,County,39169,,39,2010,215.03999,9,9,4.1900001,4.1900001
MIAMI,OH062,County,39109,,39,2010,124.46,7,7,5.6199999,5.6199999
BUTLER,OH015,County,39017,,39,2010,937.97998,232,202,24.73,21.540001
NOBLE,OH069,County,39121,,39,2010,26.879999,0,0,0,0
PIKE,OH060,County,39131,,39,2010,95.059998,10,10,10.52,10.52
JACKSON,OH040,County,39079,,39,2010,161.7,7,7,4.3299999,4.3299999
CINCINNATI,OH004,City,,3915000,39,2010,4988.4502,699,622,14.01,12.47
ATHENS,OH041,City & County,39009,3902736,39,2010,66.029999,8,8,12.12,12.12
AKRON,OH007,City,,3901000,39,2010,3847.3601,148,140,3.8499999,3.6400001
HARRISON,OH067,County,39067,,39,2010,50,5,5,10,10
LONDON,OH023,City,,3944674,39,2010,99,10,10,10.1,10.1
DAYTON,OH005,City,,3921000,39,2010,2558.01,436,394,17.040001,15.4
LICKING,OH043,County,39089,,39,2010,93,0,0,0,0
LUCAS,OH006,County,39095,,39,2010,2831.9199,549,442,19.389999,15.61
FAIRFIELD,OH070,County,39045,,39,2010,96,6,6,6.25,6.25
LOGAN,OH072,County,39091,,39,2010,91,18,18,19.780001,19.780001
LAKE,OH025,County,39085,,39,2010,236.17999,23,21,9.7399998,8.8900003
COLUMBUS,OH001,City,,3918000,39,2010,2357.6101,300,280,12.72,11.88
MORGAN,OH066,County,39115,,39,2010,57,5,5,8.7700005,8.7700005
IRONTON,OH019,City,,3937464,39,2010,248.49001,7,7,2.8199999,2.8199999
ERIE,OH028,County,39043,,39,2010,221.16,11,10,4.9699998,4.52
COLUMBIANA,OH026,County,39029,,39,2010,469.42001,8,8,1.7,1.7
COSHOCTON,OH037,City & County,39031,3918868,39,2010,127.07,0,0,0,0
SPRINGFIELD,OH021,City,,3974118,39,2010,720.90002,37,37,5.1300001,5.1300001
CAMBRIDGE,OH033,City,,3910996,39,2010,170.14,0,0,0,0
ALLEN,OH044,County,39003,,39,2010,245.52,10,10,4.0700002,4.0700002
HOCKING,OH032,County,39073,,39,2010,177.21001,5,4,2.8199999,2.26
STARK,OH018,County,39151,,39,2010,2367.78,188,187,7.9400001,7.9000001
CHILLICOTHE,OH024,City,,3914184,39,2010,367.64999,16,15,4.3499999,4.0799999
GEAUGA,OH042,County,39055,,39,2010,243,12,12,4.9400001,4.9400001
CUYAHOGA,OH003,County,39035,,39,2010,8801.2402,2141,1714,24.33,19.469999
GALLIA,OH047,County,39053,,39,2010,133.92,17,17,12.69,12.69
PERRY,OH034,County,39127,,39,2010,118,4,4,3.3900001,3.3900001
SANDUSKY,OH054,County,39143,,39,2010,47.040001,2,2,4.25,4.25
SHELBY,OH061,County,39149,,39,2010,171.5,18,17,10.5,9.9099998
YOUNGSTOWN,OH002,City,,3988000,39,2010,1083.3,223,196,20.59,18.09
CLERMONT,OH038,County,39025,,39,2010,212.42999,4,4,1.88,1.88
PORTSMOUTH,OH010,City,,3964304,39,2010,868.28003,49,47,5.6399999,5.4099998
PICKAWAY,OH059,County,39129,,39,2010,104.76,11,11,10.5,10.5
PORTSMOUTH,OH010,City,,3964304,39,2011,868.28003,79,76,9.1000004,8.75
ASHTABULA,OH029,City & County,39007,3902638,39,2011,521.70001,21,20,4.0300002,3.8299999
PARMA,OH073,City,,3961000,39,2011,58.200001,1,1,1.72,1.72
COLUMBUS,OH001,City,,3918000,39,2011,2103.3,260,239,12.36,11.36
CHILLICOTHE,OH024,City,,3914184,39,2011,375.39001,10,10,2.6600001,2.6600001
GALLIA,OH047,County,39053,,39,2011,135.36,11,11,8.1300001,8.1300001
CINCINNATI,OH004,City,,3915000,39,2011,5038.0801,708,610,14.05,12.11
NOBLE,OH069,County,39121,,39,2011,26.040001,0,0,0,0
WAYNE,OH036,County,39169,,39,2011,215.03999,4,4,1.86,1.86
AKRON,OH007,City,,3901000,39,2011,4026.02,121,119,3.01,2.96
LONDON,OH023,City,,3944674,39,2011,97,13,12,13.4,12.37
HARRISON,OH067,County,39067,,39,2011,50,4,4,8,8
DAYTON,OH005,City,,3921000,39,2011,2525.3999,411,351,16.27,13.9
LUCAS,OH006,County,39095,,39,2011,2676.3201,394,322,14.72,12.03
CLERMONT,OH038,County,39025,,39,2011,216.81,9,8,4.1500001,3.6900001
SANDUSKY,OH054,County,39143,,39,2011,46.080002,0,0,0,0
LOGAN,OH072,County,39091,,39,2011,95,11,10,11.58,10.53
CUYAHOGA,OH003,County,39035,,39,2011,9007.6797,1971,1584,21.879999,17.58
MIAMI,OH062,County,39109,,39,2011,124.46,4,4,3.21,3.21
SPRINGFIELD,OH021,City,,3974118,39,2011,739.09998,45,44,6.0900002,5.9499998
HOCKING,OH032,County,39073,,39,2011,175.42,7,7,3.99,3.99
ATHENS,OH041,City & County,39009,3902736,39,2011,70.290001,8,8,11.38,11.38
BROWN,OH081,County,39015,,39,2011,19,0,0,0,0
COSHOCTON,OH037,City & County,39031,3918868,39,2011,128.38,0,0,0,0
PERRY,OH034,County,39127,,39,2011,118,2,2,1.6900001,1.6900001
LAKE,OH025,County,39085,,39,2011,238.59,22,20,9.2200003,8.3800001
PICKAWAY,OH059,County,39129,,39,2011,101.52,24,23,23.639999,22.66
ALLEN,OH044,County,39003,,39,2011,243.03999,14,14,5.7600002,5.7600002
YOUNGSTOWN,OH002,City,,3988000,39,2011,1070.1801,228,202,21.299999,18.879999
IRONTON,OH019,City,,3937464,39,2011,243.47,16,16,6.5700002,6.5700002
FAIRFIELD,OH070,County,39045,,39,2011,96,7,7,7.29,7.29
PIKE,OH060,County,39131,,39,2011,92.150002,10,10,10.85,10.85
GEAUGA,OH042,County,39055,,39,2011,240.57001,14,13,5.8200002,5.4000001
MORGAN,OH066,County,39115,,39,2011,58.799999,9,9,15.31,15.31
SHELBY,OH061,County,39149,,39,2011,173.25,13,12,7.5,6.9299998
ERIE,OH028,County,39043,,39,2011,225.72,25,22,11.08,9.75
COLUMBIANA,OH026,County,39029,,39,2011,450.26001,8,8,1.78,1.78
LICKING,OH043,County,39089,,39,2011,99,0,0,0,0
WARREN,OH049,County,39165,,39,2011,203.84,9,8,4.4200001,3.9200001
CAMBRIDGE,OH033,City,,3910996,39,2011,170.14,0,0,0,0
JACKSON,OH040,County,39079,,39,2011,158.39999,15,15,9.4700003,9.4700003
BUTLER,OH015,County,39017,,39,2011,1019.04,155,138,15.21,13.54
STARK,OH018,County,39151,,39,2011,2367.78,170,170,7.1799998,7.1799998
GEAUGA,OH042,County,39055,,39,2012,238.14,6,5,2.52,2.0999999
ALLEN,OH044,County,39003,,39,2012,234.64999,13,13,5.54,5.54
JACKSON,OH040,County,39079,,39,2012,161.7,11,11,6.8000002,6.8000002
LOGAN,OH072,County,39091,,39,2012,96,18,15,18.75,15.63
LONDON,OH023,City,,3944674,39,2012,99,5,5,5.0500002,5.0500002
PICKAWAY,OH059,County,39129,,39,2012,106.92,18,16,16.84,14.96
SHELBY,OH061,County,39149,,39,2012,173.25,8,8,4.6199999,4.6199999
LORAIN,OH012,City & County,39093,3944856,39,2012,1334,136,129,10.19,9.6700001
GALLIA,OH047,County,39053,,39,2012,139.67999,25,24,17.9,17.18
FAIRFIELD,OH070,County,39045,,39,2012,96,3,3,3.1300001,3.1300001
COSHOCTON,OH037,City & County,39031,3918868,39,2012,128.38,1,1,.77999997,.77999997
ATHENS,OH041,City & County,39009,3902736,39,2012,70.290001,6,6,8.54,8.54
ASHTABULA,OH029,City & County,39007,3902638,39,2012,521.70001,35,28,6.71,5.3699999
PORTSMOUTH,OH010,City,,3964304,39,2012,815.12,64,58,7.8499999,7.1199999
CUYAHOGA,OH003,County,39035,,39,2012,9052.5596,1847,1512,20.4,16.700001
DAYTON,OH005,City,,3921000,39,2012,2634.52,383,341,14.54,12.94
AKRON,OH007,City,,3901000,39,2012,4173.9102,164,151,3.9300001,3.6199999
YOUNGSTOWN,OH002,City,,3988000,39,2012,1192.3199,222,192,18.620001,16.1
MIAMI,OH062,County,39109,,39,2012,127,2,2,1.5700001,1.5700001
WAYNE,OH036,County,39169,,39,2012,217.28,4,4,1.84,1.84
CLERMONT,OH038,County,39025,,39,2012,219,7,7,3.2,3.2
COLUMBIANA,OH026,County,39029,,39,2012,455.04999,26,26,5.71,5.71
STARK,OH018,County,39151,,39,2012,2367.78,145,141,6.1199999,5.9499998
PERRY,OH034,County,39127,,39,2012,118,2,2,1.6900001,1.6900001
WARREN,OH049,County,39165,,39,2012,205.92,5,5,2.4300001,2.4300001
LICKING,OH043,County,39089,,39,2012,98,5,5,5.0999999,5.0999999
BROWN,OH081,County,39015,,39,2012,19,1,1,5.2600002,5.2600002
CHILLICOTHE,OH024,City,,3914184,39,2012,367.64999,21,21,5.71,5.71
BUTLER,OH015,County,39017,,39,2012,1075.08,133,119,12.37,11.07
COLUMBUS,OH001,City,,3918000,39,2012,1740.37,177,171,10.17,9.8299999
HARRISON,OH067,County,39067,,39,2012,50,4,4,8,8
HOCKING,OH032,County,39073,,39,2012,177.21001,6,6,3.3900001,3.3900001
LUCAS,OH006,County,39095,,39,2012,2614.0801,516,423,19.74,16.18
IRONTON,OH019,City,,3937464,39,2012,248.49001,9,9,3.6199999,3.6199999
CINCINNATI,OH004,City,,3915000,39,2012,5132.27,718,611,13.99,11.91
PARMA,OH073,City,,3961000,39,2012,57,2,2,3.51,3.51
NOBLE,OH069,County,39121,,39,2012,26.879999,0,0,0,0
ERIE,OH028,County,39043,,39,2012,224.73,40,28,17.799999,12.46
PIKE,OH060,County,39131,,39,2012,93.120003,8,8,8.5900002,8.5900002
LAKE,OH025,County,39085,,39,2012,236.17999,19,18,8.04,7.6199999
CINCINNATI,OH004,City,,3915000,39,2013,5132.27,740,654,14.42,12.74
GEAUGA,OH042,County,39055,,39,2013,243,8,7,3.29,2.8800001
LOGAN,OH072,County,39091,,39,2013,95,13,13,13.68,13.68
CLERMONT,OH038,County,39025,,39,2013,219,9,9,4.1100001,4.1100001
COLUMBIANA,OH026,County,39029,,39,2013,445.47,15,15,3.3699999,3.3699999
BUTLER,OH015,County,39017,,39,2013,1083.95,151,136,13.93,12.55
PICKAWAY,OH059,County,39129,,39,2013,108,18,16,16.67,14.81
NOBLE,OH069,County,39121,,39,2013,26.879999,0,0,0,0
DAYTON,OH005,City,,3921000,39,2013,2687.1599,404,352,15.03,13.1
CUYAHOGA,OH003,County,39035,,39,2013,9213.7998,1848,1496,20.059999,16.24
LUCAS,OH006,County,39095,,39,2013,2635.2,524,450,19.879999,17.08
LONDON,OH023,City,,3944674,39,2013,99,7,7,7.0700002,7.0700002
COLUMBUS,OH001,City,,3918000,39,2013,1453.98,256,230,17.610001,15.82
FAIRFIELD,OH070,County,39045,,39,2013,95.040001,2,2,2.0999999,2.0999999
AKRON,OH007,City,,3901000,39,2013,4193.3101,192,185,4.5799999,4.4099998
ATHENS,OH041,City & County,39009,3902736,39,2013,68.160004,11,10,16.139999,14.67
WAYNE,OH036,County,39169,,39,2013,217.28,4,4,1.84,1.84
COSHOCTON,OH037,City & County,39031,3918868,39,2013,129.69,2,2,1.54,1.54
STARK,OH018,County,39151,,39,2013,2393.24,130,127,5.4299998,5.3099999
PIKE,OH060,County,39131,,39,2013,94.089996,2,2,2.1300001,2.1300001
PORTSMOUTH,OH010,City,,3964304,39,2013,841.70001,65,63,7.7199998,7.48
ERIE,OH028,County,39043,,39,2013,224.73,36,29,16.02,12.9
MIAMI,OH062,County,39109,,39,2013,127,1,1,.79000002,.79000002
YOUNGSTOWN,OH002,City,,3988000,39,2013,1246.5601,265,219,21.26,17.57
HARRISON,OH067,County,39067,,39,2013,50,6,6,12,12
LICKING,OH043,County,39089,,39,2013,97,2,2,2.0599999,2.0599999
JACKSON,OH040,County,39079,,39,2013,161.7,4,4,2.47,2.47
SHELBY,OH061,County,39149,,39,2013,171.5,6,6,3.5,3.5
LORAIN,OH012,City & County,39093,3944856,39,2013,1377.6,175,143,12.7,10.38
IRONTON,OH019,City,,3937464,39,2013,248.49001,12,12,4.8299999,4.8299999
PARMA,OH073,City,,3961000,39,2013,58.799999,3,2,5.0999999,3.4000001
LAKE,OH025,County,39085,,39,2013,231.36,27,26,11.67,11.24
GALLIA,OH047,County,39053,,39,2013,139.67999,18,17,12.89,12.17
CHILLICOTHE,OH024,City,,3914184,39,2013,371.51999,19,18,5.1100001,4.8400002
ALLEN,OH044,County,39003,,39,2013,242.06,14,14,5.7800002,5.7800002
ASHTABULA,OH029,City & County,39007,3902638,39,2013,538.34998,34,31,6.3200002,5.7600002
DAYTON,OH005,City,,3921000,39,2014,2666.53,404,375,15.15,14.06
GEAUGA,OH042,County,39055,,39,2014,243,3,3,1.23,1.23
CLERMONT,OH038,County,39025,,39,2014,219,4,4,1.83,1.83
FAIRFIELD,OH070,County,39045,,39,2014,96,2,2,2.0799999,2.0799999
LUCAS,OH006,County,39095,,39,2014,2580.3,408,362,15.81,14.03
LONDON,OH023,City,,3944674,39,2014,97,18,18,18.559999,18.559999
ASHTABULA,OH029,City & County,39007,3902638,39,2014,543.90002,26,26,4.7800002,4.7800002
BUTLER,OH015,County,39017,,39,2014,1099.2,152,141,13.83,12.83
COSHOCTON,OH037,City & County,39031,3918868,39,2014,129.69,0,0,0,0
COLUMBIANA,OH026,County,39029,,39,2014,455.04999,19,19,4.1799998,4.1799998
YOUNGSTOWN,OH002,City,,3988000,39,2014,1233.84,244,208,19.780001,16.860001
PIKE,OH060,County,39131,,39,2014,95.059998,4,4,4.21,4.21
CINCINNATI,OH004,City,,3915000,39,2014,4988.5801,548,489,10.99,9.8000002
HOCKING,OH032,County,39073,,39,2014,175.42,4,4,2.28,2.28
LOGAN,OH072,County,39091,,39,2014,96,12,10,12.5,10.42
LAKE,OH025,County,39085,,39,2014,231.42,14,14,6.0500002,6.0500002
GALLIA,OH047,County,39053,,39,2014,141.12,23,23,16.299999,16.299999
STARK,OH018,County,39151,,39,2014,2418.7,115,115,4.75,4.75
PORTSMOUTH,OH010,City,,3964304,39,2014,859.41998,44,41,5.1199999,4.77
AKRON,OH007,City,,3901000,39,2014,4193.3101,192,184,4.5799999,4.3899999
ALLEN,OH044,County,39003,,39,2014,237.12,17,17,7.1700001,7.1700001
ERIE,OH028,County,39043,,39,2014,220.19,45,33,20.440001,14.99
MIAMI,OH062,County,39109,,39,2014,125.73,3,3,2.3900001,2.3900001
WAYNE,OH036,County,39169,,39,2014,221.75999,5,5,2.25,2.25
IRONTON,OH019,City,,3937464,39,2014,248.49001,8,8,3.22,3.22
SHELBY,OH061,County,39149,,39,2014,175,9,9,5.1399999,5.1399999
AKRON,OH007,City,,3901000,39,2015,4215.96,190,184,4.5100002,4.3600001
GALLIA,OH047,County,39053,,39,2015,141.12,18,17,12.76,12.05
GREENE,OH022,County,39057,,39,2015,353.78,25,24,7.0700002,6.7800002
HOCKING,OH032,County,39073,,39,2015,171.84,9,8,5.2399998,4.6599998
ERIE,OH028,County,39043,,39,2015,214.7,34,30,15.84,13.97
STARK,OH018,County,39151,,39,2015,2418.7,190,187,7.8600001,7.73
WAYNE,OH036,County,39169,,39,2015,221.75999,14,13,6.3099999,5.8600001
PIKE,OH060,County,39131,,39,2015,94.089996,1,1,1.0599999,1.0599999
CLERMONT,OH038,County,39025,,39,2015,219,13,12,5.9400001,5.48
ASHTABULA,OH029,City & County,39007,3902638,39,2015,543.90002,40,36,7.3499999,6.6199999
PARMA,OH073,City,,3961000,39,2015,58.200001,2,2,3.4400001,3.4400001
MIAMI,OH062,County,39109,,39,2015,124.46,3,3,2.4100001,2.4100001
CUYAHOGA,OH003,County,39035,,39,2015,8985.6396,1734,1392,19.299999,15.49
LOGAN,OH072,County,39091,,39,2015,97,7,7,7.2199998,7.2199998
ALLEN,OH044,County,39003,,39,2015,234.64999,15,15,6.3899999,6.3899999
SANDUSKY,OH054,County,39143,,39,2015,47.040001,0,0,0,0
LORAIN,OH012,City & County,39093,3944856,39,2015,1348.9,168,160,12.45,11.86
CHILLICOTHE,OH024,City,,3914184,39,2015,367.64999,15,15,4.0799999,4.0799999
LUCAS,OH006,County,39095,,39,2015,2504.6399,571,457,22.799999,18.25
GEAUGA,OH042,County,39055,,39,2015,240.57001,6,5,2.49,2.0799999
LAKE,OH025,County,39085,,39,2015,258.01999,17,16,6.5900002,6.1999998
ZANESVILLE,OH009,City,,3988084,39,2015,343,51,51,14.87,14.87
NOBLE,OH069,County,39121,,39,2015,26.879999,0,0,0,0
WARREN,OH049,County,39165,,39,2015,201.75999,16,16,7.9299998,7.9299998
SHELBY,OH061,County,39149,,39,2015,173.25,15,15,8.6599998,8.6599998
YOUNGSTOWN,OH002,City,,3988000,39,2015,1208.64,221,190,18.290001,15.72
DAYTON,OH005,City,,3921000,39,2015,2639.04,400,354,15.16,13.41
JACKSON,OH040,County,39079,,39,2015,161.7,10,10,6.1799998,6.1799998
COSHOCTON,OH037,City & County,39031,3918868,39,2015,125.76,2,2,1.59,1.59
BUTLER,OH015,County,39017,,39,2015,1099.2,126,120,11.46,10.92
LONDON,OH023,City,,3944674,39,2015,100,4,4,4,4
CINCINNATI,OH004,City,,3915000,39,2015,5227.3301,496,432,9.4899998,8.2600002
IRONTON,OH019,City,,3937464,39,2015,240.96001,12,12,4.98,4.98
ADAMS,OH046,County,39001,,39,2015,138.17999,9,9,6.5100002,6.5100002
GALLIA,OH047,County,39053,,39,2016,141.57001,11,11,7.77,7.77
PARMA,OH073,City,,3961000,39,2016,55.799999,10,10,17.92,17.92
GREENE,OH022,County,39057,,39,2016,353.78,30,29,8.4799995,8.1999998
LORAIN,OH012,City & County,39093,3944856,39,2016,1357.55,162,150,11.93,11.05
ALLEN,OH044,County,39003,,39,2016,238.62,16,15,6.71,6.29
GEAUGA,OH042,County,39055,,39,2016,242,7,7,2.8900001,2.8900001
ZANESVILLE,OH009,City,,3988084,39,2016,339.5,25,25,7.3600001,7.3600001
DAYTON,OH005,City,,3921000,39,2016,2570.8999,433,396,16.84,15.4
CHILLICOTHE,OH024,City,,3914184,39,2016,373.45001,29,28,7.77,7.5
HOCKING,OH032,County,39073,,39,2016,174.44,3,3,1.72,1.72
PIKE,OH060,County,39131,,39,2016,95.059998,4,4,4.21,4.21
SANDUSKY,OH054,County,39143,,39,2016,46.080002,3,3,6.5100002,6.5100002
COSHOCTON,OH037,City & County,39031,3918868,39,2016,123.5,4,4,3.24,3.24
ADAMS,OH046,County,39001,,39,2016,132.53999,7,7,5.2800002,5.2800002
STARK,OH018,County,39151,,39,2016,2417.75,256,253,10.59,10.46
BUTLER,OH015,County,39017,,39,2016,1097.28,96,94,8.75,8.5699997
SHELBY,OH061,County,39149,,39,2016,173.25,19,18,10.97,10.39
CINCINNATI,OH004,City,,3915000,39,2016,5232.1802,753,640,14.39,12.23
WARREN,OH049,County,39165,,39,2016,202.86,8,8,3.9400001,3.9400001
NOBLE,OH069,County,39121,,39,2016,26.040001,0,0,0,0
LONDON,OH023,City,,3944674,39,2016,97,13,13,13.4,13.4
MIAMI,OH062,County,39109,,39,2016,127,9,7,7.0900002,5.5100002
CLERMONT,OH038,County,39025,,39,2016,195,8,6,4.0999999,3.0799999
JACKSON,OH040,County,39079,,39,2016,163.35001,5,5,3.0599999,3.0599999
ERIE,OH028,County,39043,,39,2016,224.73,31,23,13.79,10.23
LAKE,OH025,County,39085,,39,2016,249.10001,18,18,7.23,7.23
YOUNGSTOWN,OH002,City,,3988000,39,2016,1221.23,188,157,15.39,12.86
WAYNE,OH036,County,39169,,39,2016,221.75999,11,10,4.96,4.5100002
ASHTABULA,OH029,City & County,39007,3902638,39,2016,549.45001,42,35,7.6399999,6.3699999
AKRON,OH007,City,,3901000,39,2016,4221.8398,228,214,5.4000001,5.0700002
IRONTON,OH019,City,,3937464,39,2016,246.50999,10,10,4.0599999,4.0599999
LOGAN,OH072,County,39091,,39,2016,93,10,10,10.75,10.75
LUCAS,OH006,County,39095,,39,2016,2554.01,627,462,24.549999,18.09
CUYAHOGA,OH003,County,39035,,39,2016,8645.6104,1042,916,12.05,10.59
DOUGLAS,OR003,County,41019,,41,2006,153.45,4,4,2.6099999,2.6099999
COOS CURRY,OR020,County,41011,,41,2006,52,5,4,9.6199999,7.6900001
JACKSON,OR015,County,41029,,41,2006,129,17,17,13.18,13.18
UMATILLA,OR007,County,41059,,41,2006,118,10,10,8.4700003,8.4700003
HOMES FOR GOOD,OR006,County,41039,,41,2006,693.84003,36,29,5.1900001,4.1799998
CLACKAMAS,OR001,County,41005,,41,2006,521.64001,23,15,4.4099998,2.8800001
LINCOLN,OR005,County,41041,,41,2006,118.8,1,1,.83999997,.83999997
NORTH BEND,OR009,City,,4153000,41,2006,105.84,2,2,1.89,1.89
MARION,OR014,County,41047,,41,2006,45.080002,6,6,13.31,13.31
NORTH BEND,OR009,City,,4153000,41,2007,106.92,2,2,1.87,1.87
COOS CURRY,OR020,County,41011,,41,2007,49.919998,3,3,6.0100002,6.0100002
LINCOLN,OR005,County,41041,,41,2007,117.6,8,6,6.8000002,5.0999999
MARION,OR014,County,41047,,41,2007,40.939999,4,4,9.7700005,9.7700005
UMATILLA,OR007,County,41059,,41,2007,114.46,6,6,5.2399998,5.2399998
JACKSON,OR015,County,41029,,41,2007,46.439999,21,20,45.220001,43.07
DOUGLAS,OR003,County,41019,,41,2007,153.45,3,3,1.96,1.96
HOMES FOR GOOD,OR006,County,41039,,41,2007,686.76001,39,34,5.6799998,4.9499998
CLACKAMAS,OR001,County,41005,,41,2007,544.32001,12,11,2.2,2.02
KLAMATH,OR017,County,41035,,41,2008,59,6,6,10.17,10.17
COOS CURRY,OR020,County,41011,,41,2008,50.959999,4,3,7.8499999,5.8899999
NORTH BEND,OR009,City,,4153000,41,2008,106.92,8,6,7.48,5.6100001
UMATILLA,OR007,County,41059,,41,2008,114.46,6,6,5.2399998,5.2399998
HOMES FOR GOOD,OR006,County,41039,,41,2008,693.84003,40,29,5.77,4.1799998
MARION,OR014,County,41047,,41,2008,33,2,2,6.0599999,6.0599999
DOUGLAS,OR003,County,41019,,41,2008,150.35001,3,2,2,1.33
LINCOLN,OR005,County,41041,,41,2008,112.8,3,3,2.6600001,2.6600001
CLACKAMAS,OR001,County,41005,,41,2008,532.97998,13,11,2.4400001,2.0599999
SALEM,OR011,City,,4164900,41,2009,291.64999,7,7,2.4000001,2.4000001
HOMES FOR GOOD,OR006,County,41039,,41,2009,693.84003,34,31,4.9000001,4.4699998
COOS CURRY,OR020,County,41011,,41,2009,49.919998,2,2,4.0100002,4.0100002
CLACKAMAS,OR001,County,41005,,41,2009,555.65997,8,8,1.4400001,1.4400001
NORTH BEND,OR009,City,,4153000,41,2009,105.84,4,4,3.78,3.78
UMATILLA,OR007,County,41059,,41,2009,113.28,4,4,3.53,3.53
DOUGLAS,OR003,County,41019,,41,2009,144.14999,6,5,4.1599998,3.47
MARION,OR014,County,41047,,41,2009,25.16,2,2,7.9499998,7.9499998
KLAMATH,OR017,County,41035,,41,2009,56.049999,3,3,5.3499999,5.3499999
KLAMATH,OR017,County,41035,,41,2010,57.23,4,4,6.9899998,6.9899998
UMATILLA,OR007,County,41059,,41,2010,114.46,5,5,4.3699999,4.3699999
COOS CURRY,OR020,County,41011,,41,2010,52,2,2,3.8499999,3.8499999
CLACKAMAS,OR001,County,41005,,41,2010,548.04999,5,5,.91000003,.91000003
SALEM,OR011,City,,4164900,41,2010,300.85999,2,2,.66000003,.66000003
DOUGLAS,OR003,County,41019,,41,2010,148.8,5,5,3.3599999,3.3599999
NORTH BEND,OR009,City,,4153000,41,2010,108,7,5,6.48,4.6300001
HOMES FOR GOOD,OR006,County,41039,,41,2010,693.84003,24,17,3.46,2.45
KLAMATH,OR017,County,41035,,41,2011,53.099998,4,3,7.5300002,5.6500001
LINCOLN,OR005,County,41041,,41,2011,111.6,1,1,.89999998,.89999998
DOUGLAS,OR003,County,41019,,41,2011,147.25,4,4,2.72,2.72
SALEM,OR011,City,,4164900,41,2011,300.85999,4,4,1.33,1.33
UMATILLA,OR007,County,41059,,41,2011,114.46,10,9,8.7399998,7.8600001
NORTH BEND,OR009,City,,4153000,41,2011,104.76,7,7,6.6799998,6.6799998
HOMES FOR GOOD,OR006,County,41039,,41,2011,693.84003,8,8,1.15,1.15
COOS CURRY,OR020,County,41011,,41,2011,52,2,2,3.8499999,3.8499999
SALEM,OR011,City,,4164900,41,2012,303.92999,8,8,2.6300001,2.6300001
CLACKAMAS,OR001,County,41005,,41,2012,538.02002,18,18,3.3499999,3.3499999
HOMES FOR GOOD,OR006,County,41039,,41,2012,693.84003,15,12,2.1600001,1.73
KLAMATH,OR017,County,41035,,41,2012,57.82,12,12,20.75,20.75
COOS CURRY,OR020,County,41011,,41,2012,52,2,2,3.8499999,3.8499999
NORTH BEND,OR009,City,,4153000,41,2012,108,4,4,3.7,3.7
LINCOLN,OR005,County,41041,,41,2012,116.4,0,0,0,0
WASHINGTON,OR022,County,41067,,41,2012,243,20,20,8.2299995,8.2299995
UMATILLA,OR007,County,41059,,41,2012,116.82,10,10,8.5600004,8.5600004
DOUGLAS,OR003,County,41019,,41,2012,150.35001,0,0,0,0
SALEM,OR011,City,,4164900,41,2013,300.85999,1,1,.33000001,.33000001
HOMES FOR GOOD,OR006,County,41039,,41,2013,679.67999,20,16,2.9400001,2.3499999
CLACKAMAS,OR001,County,41005,,41,2013,531.56,13,12,2.45,2.26
KLAMATH,OR017,County,41035,,41,2013,59,8,8,13.56,13.56
WASHINGTON,OR022,County,41067,,41,2013,243,5,5,2.0599999,2.0599999
DOUGLAS,OR003,County,41019,,41,2013,150.35001,4,3,2.6600001,2
UMATILLA,OR007,County,41059,,41,2013,118,4,4,3.3900001,3.3900001
WESTERLY,RI008,City,,4476820,44,2015,116.85,3,3,2.5699999,2.5699999
CRANSTON,RI006,City,,4419180,44,2015,583.67999,3,3,.50999999,.50999999
EAST PROVIDENCE,RI007,City,,4422960,44,2015,404.48999,3,3,.74000001,.74000001
NEWPORT,RI005,City & County,44005,4449960,44,2015,668.35999,114,82,17.059999,12.27
PAWTUCKET,RI002,City,,4454640,44,2015,1026.95,64,56,6.23,5.4499998
WOONSOCKET,RI003,City,,4480780,44,2015,1175.64,47,46,4,3.9100001
PROVIDENCE,RI001,City,,4459000,44,2015,2553.8799,325,274,12.73,10.73
WARWICK,RI011,City,,4474300,44,2015,518,2,2,.38999999,.38999999
WARWICK,RI011,City,,4474300,44,2016,511.82999,12,11,2.3399999,2.1500001
PAWTUCKET,RI002,City,,4454640,44,2016,1043.72,69,59,6.6100001,5.6500001
WOONSOCKET,RI003,City,,4480780,44,2016,1182.86,37,34,3.1300001,2.8699999
EAST PROVIDENCE,RI007,City,,4422960,44,2016,408.66,18,15,4.4000001,3.6700001
NEWPORT,RI005,City & County,44005,4449960,44,2016,654.71997,101,74,15.43,11.3
PROVIDENCE,RI001,City,,4459000,44,2016,2551.9199,281,234,11.01,9.1700001
CRANSTON,RI006,City,,4419180,44,2016,586.84998,10,8,1.7,1.36
